Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","178","Congo","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","1.12","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","178","Congo","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.733","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","178","Congo","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","178","Congo","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","91.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","178","Congo","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","92.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","178","Congo","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","92.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","178","Congo","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","92.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","178","Congo","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","4.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","178","Congo","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","4.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","178","Congo","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","178","Congo","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","5.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","188","Costa Rica","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.961","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","188","Costa Rica","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","188","Costa Rica","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","4.041","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","188","Costa Rica","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","4.11","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","188","Costa Rica","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.617","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","188","Costa Rica","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.863","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","188","Costa Rica","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.411","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","188","Costa Rica","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","1.388","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","188","Costa Rica","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.587","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","188","Costa Rica","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.094","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","188","Costa Rica","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","16.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","188","Costa Rica","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","16.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","188","Costa Rica","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","16.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","188","Costa Rica","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","16.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","188","Costa Rica","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","0.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","188","Costa Rica","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","0.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","188","Costa Rica","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","0.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","188","Costa Rica","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","0.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","384","Côte d'Ivoire","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.273","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","384","Côte d'Ivoire","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.357","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","384","Côte d'Ivoire","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.506","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","384","Côte d'Ivoire","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.61","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","384","Côte d'Ivoire","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.434","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","384","Côte d'Ivoire","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.111","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","384","Côte d'Ivoire","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.149","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","384","Côte d'Ivoire","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","1.041","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","384","Côte d'Ivoire","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.39","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","384","Côte d'Ivoire","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.148","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","384","Côte d'Ivoire","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","76.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","384","Côte d'Ivoire","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","72","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","384","Côte d'Ivoire","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","70.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","384","Côte d'Ivoire","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","70.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","384","Côte d'Ivoire","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","18.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","384","Côte d'Ivoire","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","18.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","384","Côte d'Ivoire","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","18","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","384","Côte d'Ivoire","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","18.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","191","Croatie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","4.168","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","191","Croatie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","4.202","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","191","Croatie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","4.111","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","191","Croatie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","4.277","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","191","Croatie","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.496","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","191","Croatie","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.955","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","191","Croatie","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.556","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","191","Croatie","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","1.138","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","191","Croatie","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.95","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","191","Croatie","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.073","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","191","Croatie","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","7.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","191","Croatie","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","4.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","191","Croatie","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","3.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","191","Croatie","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","3.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","191","Croatie","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","0.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","191","Croatie","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","0.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","191","Croatie","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","0.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","191","Croatie","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","0.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","531","Curaçao","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.866","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","531","Curaçao","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.988","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","531","Curaçao","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.144","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","531","Curaçao","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.328","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","531","Curaçao","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.607","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","531","Curaçao","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.673","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","531","Curaçao","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.295","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","531","Curaçao","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.711","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","531","Curaçao","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.466","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","531","Curaçao","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.114","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","531","Curaçao","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","531","Curaçao","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","531","Curaçao","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","531","Curaçao","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","531","Curaçao","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","531","Curaçao","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","531","Curaçao","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","531","Curaçao","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","208","Danemark","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.376","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","208","Danemark","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.44","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","208","Danemark","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.432","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","208","Danemark","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","2.544","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","208","Danemark","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.235","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","208","Danemark","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.498","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","208","Danemark","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.263","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","208","Danemark","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.78","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","208","Danemark","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.546","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","208","Danemark","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.053","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","208","Danemark","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","0.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","208","Danemark","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","0.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","208","Danemark","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","0.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","208","Danemark","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","0.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","208","Danemark","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","0","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","208","Danemark","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","0","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","208","Danemark","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","0","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","208","Danemark","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","0","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","262","Djibouti","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.797","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","262","Djibouti","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.866","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","262","Djibouti","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.985","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","262","Djibouti","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.112","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","262","Djibouti","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.449","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","262","Djibouti","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.988","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","262","Djibouti","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.165","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","262","Djibouti","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.529","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","262","Djibouti","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.556","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","262","Djibouti","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.111","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","262","Djibouti","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","64.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","262","Djibouti","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","62.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","262","Djibouti","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","62","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","262","Djibouti","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","63.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","262","Djibouti","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","0.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","262","Djibouti","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","0.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","262","Djibouti","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","0.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","262","Djibouti","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","0.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","212","Dominique","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","212","Dominique","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","4.146","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","212","Dominique","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","4.236","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","212","Dominique","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","4.345","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","212","Dominique","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.764","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","212","Dominique","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.841","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","212","Dominique","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.363","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","212","Dominique","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","1.226","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","212","Dominique","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.66","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","212","Dominique","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.146","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","212","Dominique","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","212","Dominique","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","212","Dominique","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","212","Dominique","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","212","Dominique","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","212","Dominique","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","212","Dominique","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","212","Dominique","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","818","Égypte","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.457","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","818","Égypte","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.507","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","818","Égypte","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.503","E","Valeur estimée"
