Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","170","Colombie","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","9594.518","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","170","Colombie","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","39471.097","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","174","Comores","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","761.664","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","174","Comores","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","381.884","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","174","Comores","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","379.781","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","174","Comores","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","579.639","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","174","Comores","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","234.273","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","178","Congo","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","5312.34","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","178","Congo","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","2651.836","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","178","Congo","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","2660.503","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","178","Congo","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","1764.522","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","178","Congo","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","3496.228","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","188","Costa Rica","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","4993.842","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","188","Costa Rica","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","2502.859","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","188","Costa Rica","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","2490.983","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","188","Costa Rica","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","1051.813","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","188","Costa Rica","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","3853.956","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","384","Côte d'Ivoire","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","24848.016","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","384","Côte d'Ivoire","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","12572.382","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","384","Côte d'Ivoire","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","12275.633","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","384","Côte d'Ivoire","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","12068.187","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","384","Côte d'Ivoire","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","12226.563","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","191","Croatie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","4192.467","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","191","Croatie","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","2033.167","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","191","Croatie","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","2159.3","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","191","Croatie","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","1815.373","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","191","Croatie","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","2373.98","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","11336.405","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","5644.544","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","5691.861","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","2644.108","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","8840.528","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","171.524","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","79.315","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","92.21","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","17.333","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","143.206","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","5737.284","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","2850.791","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","2886.493","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","701.971","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","5031.58","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","1040.233","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","517.141","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","523.091","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","213.906","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","743.079","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","70.403","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","35.299","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","35.104","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","22.044","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","51.881","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","101789.386","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","51515.521","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","50273.865","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","55893.406","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","41659.745","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","6266.654","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","2989.691","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","3276.963","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","1832.049","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","4545.804","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","9068.296","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","6392.484","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","2675.811","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","1292.709","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","8107.436","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","16696.944","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","8350.7","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","8346.245","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","6039.811","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","10585.047","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","232","Érythrée","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","3396.933","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","232","Érythrée","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","1673.563","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","232","Érythrée","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","1723.37","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","232","Érythrée","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","3069.11","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","232","Érythrée","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","1999.721","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","724","Espagne","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","46584.17","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","724","Espagne","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","22854.449","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","724","Espagne","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","23729.72","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","724","Espagne","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","9233.918","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","724","Espagne","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","37120.403","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","233","Estonie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","1317.549","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","233","Estonie","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","619.348","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","233","Estonie","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","698.2","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","233","Estonie","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","409.687","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","233","Estonie","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","899.945","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","748","Eswatini","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","1151.39","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","748","Eswatini","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","568.65","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","748","Eswatini","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","582.74","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","748","Eswatini","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","1044.238","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","748","Eswatini","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","323.016","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","840","États-Unis d'Amérique","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","329791.231","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","840","États-Unis d'Amérique","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","163282.016","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","840","États-Unis d'Amérique","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","166509.214","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","840","États-Unis d'Amérique","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","58215.947","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","840","États-Unis d'Amérique","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","266243.516","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","231","Éthiopie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","108197.95","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","231","Éthiopie","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","54418.849","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","231","Éthiopie","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","53779.101","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","231","Éthiopie","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","83640.582","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","231","Éthiopie","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","21316.856","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","643","Fédération de Russie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","145452.536","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","643","Fédération de Russie","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","67508.407","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","643","Fédération de Russie","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","77944.129","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","643","Fédération de Russie","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","37017.128","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","643","Fédération de Russie","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","106972.626","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","242","Fidji","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","919.019","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","242","Fidji","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","462.926","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","242","Fidji","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","456.092","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","242","Fidji","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","400.76","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","242","Fidji","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","504.742","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","246","Finlande","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","5508.14","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","246","Finlande","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","2715.716","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","246","Finlande","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","2792.423","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","246","Finlande","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","810.547","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","246","Finlande","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","4712.684","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","250","France","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","64144.086","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","250","France","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","31021.685","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","250","France","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","33122.401","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","250","France","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","12879.012","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","250","France","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","52100.536","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","266","Gabon","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","2140.215","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","266","Gabon","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","1093.401","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","266","Gabon","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","1046.814","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","266","Gabon","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","223.245","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","266","Gabon","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","1801.892","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","270","Gambie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","2381.182","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","270","Gambie","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","1182.968","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","270","Gambie","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","1198.214","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","270","Gambie","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","827.654","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","270","Gambie","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","1272.914","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","268","Géorgie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","3771.9","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","268","Géorgie","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","1776.479","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","268","Géorgie","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","1995.421","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","268","Géorgie","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","1634.019","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","268","Géorgie","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","2278.042","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","288","Ghana","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","30222.262","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","288","Ghana","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","15073.582","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","288","Ghana","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","15148.68","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","288","Ghana","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","12857.864","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","288","Ghana","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","15975.765","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","292","Gibraltar","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","32.602","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","292","Gibraltar","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","16.268","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","292","Gibraltar","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","16.334","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","292","Gibraltar","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","0","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","292","Gibraltar","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","34.571","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","300","Grèce","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","10692.228","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","300","Grèce","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","5243.373","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","300","Grèce","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","5448.855","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","300","Grèce","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","2374.332","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","300","Grèce","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","8785.441","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","308","Grenade","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","120.921","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","308","Grenade","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","60.681","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","308","Grenade","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","60.239","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","308","Grenade","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","68.831","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","308","Grenade","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","38.994","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","304","Groenland","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","55.928","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","304","Groenland","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","29.515","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","304","Groenland","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","26.413","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","304","Groenland","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","7.583","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","304","Groenland","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","48.897","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","312","Guadeloupe","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","397.022","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","312","Guadeloupe","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","180.804","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","312","Guadeloupe","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","216.218","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","312","Guadeloupe","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","6.911","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","312","Guadeloupe","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","442.657","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","316","Guam","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","168.606","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","316","Guam","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","85.205","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","316","Guam","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","83.401","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","316","Guam","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","8.706","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","316","Guam","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","155.523","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","320","Guatemala","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","16578.723","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","320","Guatemala","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","8211.428","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","320","Guatemala","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","8367.294","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","320","Guatemala","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","8341.671","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","320","Guatemala","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","8571.832","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","324","Guinée","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","12240.789","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","324","Guinée","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","6024.466","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","324","Guinée","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","6216.323","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","324","Guinée","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","8165.321","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","324","Guinée","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","4551.855","X","Ciffre de sources internationales",""
